id,universitySlug,nameFa,type,parentUnitId,relationStatus,url,sourceUrl,evidence,lastVerified
shiraz-discovery-unit-library-0018ec41b574,shiraz,اهداء کتابخانه شخصی زنده‌یاد محمدحسین شبانی به کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز - - - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/-/%D8%A7%D9%87%D8%AF%D8%A7%D8%A1-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%B2%D9%86%D8%AF%D9%87%E2%80%8C%DB%8C%D8%A7%D8%AF-%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86-%D8%B4%D8%A8%D8%A7%D9%86%DB%8C-%D8%A8%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C-%D9%88-%D9%85%D8%B1%DA%A9%D8%B2-%D8%A7%D8%B3%D9%86%D8%A7%D8%AF-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2,verified,2026-08-11
shiraz-discovery-unit-library-70d13785707d,shiraz,حضور مسئول محترم نهاد نمایندگی معظم رهبری دانشگاه به همراه معاون محترم پژوهشی دانشگاه در کتابخانه مرکزی و تقدیر از کتابداران به مناسبت هفته کتاب و کتابخوانی و روز کتابدار - - - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/-/%D8%AD%D8%B6%D9%88%D8%B1-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%85-%D9%86%D9%87%D8%A7%D8%AF-%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%DB%8C-%D9%85%D8%B9%D8%B8%D9%85-%D8%B1%D9%87%D8%A8%D8%B1%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D9%85%D8%B9%D8%A7%D9%88%D9%86-%D9%85%D8%AD%D8%AA%D8%B1%D9%85-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%AF%D8%B1-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C-%D9%88-%D8%AA%D9%82%D8%AF%DB%8C%D8%B1-%D8%A7%D8%B2-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%AA-%D9%87%D9%81%D8%AA%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8-%D9%88-%DA%A9%D8%AA%D8%A7,verified,2026-08-11
shiraz-discovery-unit-library-25a1b341c6f6,shiraz,صفحه اصلی - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/,verified,2026-08-11
shiraz-discovery-unit-library-8770423f63e4,shiraz,اطلاعیه ساعت فعالیت تالارهای مطالعه کتابخانه مرکزی و مرکز اسناد و خوارزمی - - - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/-/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D8%B3%D8%A7%D8%B9%D8%AA-%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA-%D8%AA%D8%A7%D9%84%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C-%D9%88-%D9%85%D8%B1%DA%A9%D8%B2-%D8%A7%D8%B3%D9%86%D8%A7%D8%AF-%D9%88-%D8%AE%D9%88%D8%A7%D8%B1%D8%B2-2,verified,2026-08-11
shiraz-discovery-unit-library-c7e94e985c46,shiraz,اطلاعیه ساعت فعالیت تالارهای مطالعه کتابخانه مرکزی و مرکز اسناد و خوارزمی - - - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/-/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D8%B3%D8%A7%D8%B9%D8%AA-%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA-%D8%AA%D8%A7%D9%84%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C-%D9%88-%D9%85%D8%B1%DA%A9%D8%B2-%D8%A7%D8%B3%D9%86%D8%A7%D8%AF-%D9%88-%D8%AE%D9%88%D8%A7%D8%B1%D8%B2-1,verified,2026-08-11
shiraz-discovery-unit-technology-666ee7f4b65b,shiraz,صفحه اصلی - مرکز نوآوری و کارآفرینی,technology,,,,https://shirazu.ac.ir/web/iec,verified,2026-08-11
shiraz-discovery-unit-laboratory-cc20e524c231,shiraz,Home Page - آزمایشگاه مرکزی,laboratory,,,,https://clab.shirazu.ac.ir/,verified,2026-08-11
shiraz-discovery-unit-library-fe995fb82df8,shiraz,سامانه ملی ثبت پروپوزال و پایان نامه / سامانه همانندجو - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/national-system-for-registering-proposals-and-thesis,verified,2026-08-11
shiraz-discovery-unit-library-c3d32ca1f2ea,shiraz,پایگاه های اطلاعاتی پایان نامه - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/thesis,verified,2026-08-11
shiraz-discovery-unit-library-d47a9ca04dca,shiraz,پایان نامه (راهنمای استفاده و تسویه) - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/help-thesis,verified,2026-08-11
shiraz-discovery-unit-library-38dd6185075e,shiraz,پایان نامه ها - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/thesises,verified,2026-08-11
shiraz-discovery-unit-library-f114fa035dfa,shiraz,بخش اسناد - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/documents-section,verified,2026-08-11
shiraz-discovery-unit-library-5cceeb9c753b,shiraz,راهنمای استفاده از خدمات - - - کتابخانه مرکزی و مرکز اسناد دانشگاه شیراز,library,,,,https://centlib.shirazu.ac.ir/-/%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA,verified,2026-08-11
shiraz-discovery-unit-research-4a03ae6bfaba,shiraz,مدیریت امور پژوهشی - معاونت پژوهشی و فناوری,research,,,,https://research.shirazu.ac.ir/researchmanagement,verified,2026-08-11
shiraz-discovery-unit-research-5b0ffa5e0b5d,shiraz,زهرا حسینی، مسئول دفتر مدیریت امور پژوهشی - show-content - معاونت پژوهشی و فناوری,research,,,,https://research.shirazu.ac.ir/-/%D8%B2%D9%87%D8%B1%D8%A7-%D8%AD%D8%B3%DB%8C%D9%86%DB%8C%D8%8C-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D9%81%D8%AA%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D8%A7%D9%85%D9%88%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C,verified,2026-08-11
razi-discovery-unit-library-4784ff0b6617,razi,كتابخانه دانشگاه رازي كرمانشاه,library,,,,https://lib.razi.ac.ir/Dl/Sportal/,verified,2026-08-11
razi-discovery-unit-library-a393d4d23fed,razi,اعلام ضریب تأثیر نشریات علمی دانشگاه توسط موسسه استنادی و پایش علم و فناوری جهان اسلام (ISC) - معاونت پژوهشی و فناوری,library,,,,https://are.razi.ac.ir/fa/w/%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D8%B6%D8%B1%DB%8C%D8%A8-%D8%AA%D8%A3%D8%AB%DB%8C%D8%B1-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D8%B9%D9%84%D9%85%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B7-%D9%85%D9%88%D8%B3%D8%B3%D9%87-%D8%A7?redirect=%2F,verified,2026-08-11
mazandaran-discovery-unit-library-f741e39bb0b3,mazandaran,کتابخانه مرکزی و مرکز اسناد - research,library,,,,https://research.umz.ac.ir/library,verified,2026-08-11
mazandaran-discovery-unit-library-425f6f8ee74f,mazandaran,کتابخانه مرکزی و مرکز اسناد - research,library,,,,https://umz.ac.ir/web/research/library,verified,2026-08-11
mazandaran-discovery-unit-library-d0b3e29923aa,mazandaran,کتابخانه مرکزی - research,library,,,,https://research.umz.ac.ir/%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1%DA%A9%D8%B2%DB%8C,verified,2026-08-11
